gene	red1	red2	red3	white1	white2	white3	log2fold	p.value	q.value
VIT_15s0048g00600.t01	5445	6789	6150	6290	5911	5757	0.065770339	0.521674275	0.692169895
VIT_02s0087g00840.t01	456	412	632	620	1025	1031	0.905432063	0.000143236	0.001001119
VIT_14s0066g01090.t01	1	19	6	2	3	6	-1.060183692	0.368680104	0.555190288
VIT_07s0005g00550.t01	0	1	0	0	0	0	-0.870065105	0.831150269	1
VIT_18s0001g09300.t01	180	119	159	75	79	73	-0.945279652	0.001566834	0.007876138
VIT_05s0102g00200.t01	37	58	58	3	15	30	-1.586373277	0.012279152	0.043401626
VIT_07s0104g00440.t01	3540	4717	3997	3974	3917	3637	0.014781676	0.886208064	0.93714619
VIT_12s0142g00120.t01	3056	3471	3575	3457	3031	2764	-0.030717275	0.826139817	0.904039543
VIT_07s0104g01210.t01	0	0	0	0	1	0	1.053488247	0.79626955	1
VIT_00s2038g00010.t01	92	106	88	180	156	125	0.788855236	0.002046884	0.009879322
VIT_05s0049g01590.t01	0	0	1	0	0	0	-0.870065105	0.831150269	1
VIT_07s0031g00350.t01	143435	161710	137580	66687	67513	64805	-1.059935652	5.11E-27	8.73E-25
VIT_08s0007g08670.t01	2	4	4	1	1	0	-2.201813994	0.218717163	0.39097251
VIT_02s0012g00750.t01	1506	1736	1606	1236	1307	1313	-0.237186641	0.02057715	0.066164162
VIT_06s0004g07920.t01	2500	3083	2477	3416	3601	3902	0.534802747	8.23E-08	1.27E-06
VIT_05s0094g01690.t01	0	0	0	0	0	1	1.053488247	0.79626955	1
VIT_15s0046g01960.t01	3	9	10	14	2	5	0.08037874	0.937359098	0.965831666
VIT_17s0000g08870.t01	111	98	173	106	174	159	0.271948437	0.385252452	0.571686675
VIT_04s0023g00190.t01	4	5	5	3	4	3	-0.390686067	0.721635897	0.840067982
VIT_08s0040g02280.t01	4344	6172	4863	4663	5075	4646	0.008428285	0.93373308	0.963960788
VIT_00s0283g00010.t01	1	11	1	4	8	9	0.875101829	0.458425853	0.637779606
VIT_00s0357g00070.t01	18	30	25	18	12	31	-0.15172269	0.784202153	0.87942968
VIT_14s0066g02550.t01	2965	4074	3742	3690	5482	4844	0.474332548	0.000888009	0.004904181
VIT_13s0019g00800.t01	4	16	10	2	6	3	-1.314260769	0.185030019	0.348722721
VIT_13s0019g01530.t01	2641	2815	2744	2571	3149	3055	0.183904153	0.112180331	0.243468535
VIT_10s0042g00820.t01	0	2	0	0	0	2	0.214963556	0.954561552	1
VIT_12s0059g01380.t01	4474	3820	4182	1339	3845	5883	-0.115334561	0.840548938	0.911288541
VIT_08s0007g05140.t01	2907	3413	2794	3218	3247	3332	0.199868935	0.046378939	0.125389806
VIT_08s0007g08810.t01	303	379	312	363	335	397	0.238469959	0.127651081	0.266949201
VIT_16s0022g00230.t01	37	48	37	51	61	38	0.399159857	0.28296169	0.465543854
VIT_12s0059g02250.t01	675	914	817	931	812	707	0.132071375	0.403045894	0.588254834
VIT_10s0003g04650.t01	2390	3150	2928	3495	3315	3176	0.339723573	0.002470758	0.011543144
VIT_09s0002g04040.t01	4	0	2	4	2	0	0.026723412	0.988958878	0.994100531
VIT_14s0081g00060.t01	718	568	872	2315	1515	1346	1.346499514	1.44E-07	2.15E-06
VIT_03s0097g00080.t01	6	10	1	0	2	6	-0.982616039	0.496051236	0.670345735
VIT_12s0035g00030.t01	217	226	223	224	239	287	0.258579881	0.168342619	0.32676678
VIT_12s0035g00280.t01	13048	16970	13775	12466	16660	16606	0.157982517	0.185175066	0.348909931
VIT_07s0031g02210.t01	875	940	994	1989	2686	2222	1.381574789	1.81E-22	2.01E-20
VIT_04s0023g00290.t01	2252	2462	2231	1639	1617	1720	-0.389598637	0.00035974	0.00224013
VIT_17s0000g07800.t01	2103	2904	2602	2157	1866	1767	-0.287666386	0.034009702	0.098709614
VIT_08s0040g01970.t01	0	0	2	0	0	0	-1.788172277	0.657740643	1
VIT_14s0171g00080.t01	559	773	663	601	521	484	-0.206356672	0.18404725	0.347499785
VIT_06s0004g02890.t01	5934	6428	6497	6751	6942	7407	0.251030816	0.016362465	0.05510389
VIT_16s0039g02690.t01	73	118	76	56	45	29	-0.91852428	0.011414969	0.040928366
VIT_17s0000g02130.t01	3252	4048	3651	3437	3368	3279	-0.020352245	0.833742044	0.907716779
VIT_14s0066g00600.t01	186	106	232	225	196	251	0.420556123	0.188213645	0.353035416
VIT_03s0038g04750.t01	10123	15771	11414	8799	8169	7807	-0.476956041	0.000209179	0.001402102
VIT_02s0025g04680.t01	920	1167	963	996	1042	969	0.078903167	0.480174833	0.656744707
VIT_00s1359g00020.t01	5	12	8	10	13	9	0.476994313	0.526943875	0.697061293
VIT_08s0007g03840.t01	45	34	64	9	34	18	-1.170744766	0.035637674	0.102306398
VIT_04s0023g00170.t01	953	1186	968	968	926	901	-0.052719073	0.659232033	0.797044876
VIT_13s0073g00670.t01	53	122	111	82	104	79	0.008208811	0.979927926	0.988998533
VIT_13s0019g05270.t01	43	56	54	45	60	45	0.067752397	0.841905365	0.912050868
VIT_05s0049g00550.t01	1322	1633	2196	662	857	803	-1.06052919	2.12E-08	3.69E-07
VIT_18s0001g10030.t01	766	814	977	714	903	866	0.041917063	0.791562617	0.884549011
VIT_00s0287g00020.t01	112	155	145	70	139	129	-0.194052923	0.500218989	0.673934345
VIT_08s0007g05840.t01	64	104	118	90	89	84	-0.015371381	0.958141547	0.976914415
VIT_05s0062g00990.t01	501	605	519	484	409	438	-0.188390325	0.209427461	0.379640691
VIT_00s0275g00030.t01	8	16	3	5	13	8	0.067669053	0.939115345	0.966727692
VIT_02s0012g01880.t01	810	1167	1116	932	707	704	-0.290958055	0.100302852	0.224308998
VIT_05s0102g00510.t01	142	191	134	54	53	53	-1.441791627	2.07E-08	3.60E-07
VIT_17s0119g00050.t01	5228	7731	6887	8464	6404	6157	0.196107217	0.233844048	0.409320936
VIT_17s0000g09020.t01	198	231	204	154	146	139	-0.43142238	0.026865266	0.081832381
VIT_00s1512g00010.t01	29	54	31	29	21	24	-0.500416607	0.266514183	0.447322624
VIT_00s0370g00020.t01	3713	4902	3877	3517	3562	3747	-0.10509522	0.267442213	0.44850343
VIT_14s0068g01090.t01	1519	1868	1658	1753	1776	1688	0.146126254	0.15040829	0.301119053
VIT_13s0019g00700.t01	1021	1153	1124	774	939	923	-0.233822422	0.056925562	0.146402852
VIT_13s0156g00200.t01	572	655	770	781	649	604	0.122756473	0.499626045	0.673611114
VIT_12s0028g03330.t01	55	52	41	71	72	79	0.672096507	0.034564961	0.10008016
VIT_18s0001g06160.t01	77	95	105	61	150	119	0.335364589	0.326052232	0.511238646
VIT_19s0085g00280.t01	0	3	7	0	0	0	-4.057589119	0.131032655	1
VIT_14s0060g01880.t01	203	1116	397	152	166	188	-1.587316319	0.010185579	0.037422849
VIT_16s0050g01050.t01	1566	1887	1707	1672	1631	1516	-0.001042379	0.992549694	0.996248042
VIT_00s0335g00080.t01	59	69	54	68	74	103	0.521275049	0.089684022	0.206277756
VIT_08s0040g00780.t01	6520	7234	7292	2582	3476	4124	-0.963586748	7.03E-10	1.59E-08
VIT_11s0016g01940.t01	310	467	409	358	260	285	-0.281442021	0.156946956	0.310785649
VIT_07s0005g04570.t01	3	9	2	6	0	1	-0.808424054	0.594721394	0.749741686
VIT_01s0026g00130.t01	222	262	248	195	271	280	0.116778751	0.542150057	0.709538837
VIT_15s0048g01980.t01	6421	8942	7177	6635	7072	6664	-0.042033358	0.655604373	0.794576564
VIT_12s0055g01090.t01	2350	2907	2750	2210	2191	2194	-0.182539628	0.068363611	0.168350355
VIT_07s0005g05690.t01	10	3	4	2	8	10	0.255613908	0.80762697	0.893603689
VIT_08s0007g06560.t01	24	11	15	1	2	9	-2.02334314	0.032843538	0.095908491
VIT_11s0016g00820.t01	5439	5299	5105	4809	4743	4983	-0.039243519	0.749182718	0.858560395
VIT_05s0062g00240.t01	18	46	14	10	26	24	-0.249083528	0.689189048	0.817635317
VIT_00s0213g00070.t01	48	33	57	13	32	24	-0.940761955	0.058323818	0.149077971
VIT_04s0023g03560.t01	740	983	823	652	754	808	-0.103300574	0.403881569	0.588896656
VIT_02s0025g03440.t01	27	53	46	22	20	30	-0.694144808	0.118968898	0.253563331
VIT_00s0687g00020.t01	0	0	0	4	6	2	4.534404728	0.029208643	0.087400719
VIT_18s0001g00570.t01	112	118	125	81	108	127	-0.083891744	0.747189094	0.856919042
VIT_02s0025g04150.t01	5626	7810	6318	6637	7207	7460	0.211377474	0.022298123	0.070526162
VIT_12s0035g00940.t01	0	1	0	0	0	0	-0.870065105	0.831150269	1
VIT_15s0046g01450.t01	97	84	92	242	221	228	1.424753236	4.63E-10	1.07E-08
VIT_05s0020g00580.t01	562	962	772	581	669	702	-0.12397257	0.431074101	0.614436236
VIT_07s0005g04650.t01	862	947	851	789	825	829	-0.031285089	0.793389948	0.8855953
VIT_04s0023g01470.t01	2180	2698	2535	1708	1800	1790	-0.388311864	5.81E-05	0.000451416
VIT_05s0049g00620.t01	2	1	0	0	1	2	0.031572825	0.989653243	1
VIT_01s0137g00240.t01	1241	692	1627	6518	7694	7870	2.687541546	7.62E-11	2.02E-09
VIT_07s0031g00800.t01	1489	2380	2170	3340	3475	3071	0.820550197	5.65E-09	1.08E-07
VIT_08s0007g04820.t01	52	32	23	55	53	31	0.448146445	0.353706095	0.540208675
VIT_19s0027g00840.t01	36	38	25	18	15	9	-1.138401793	0.033338366	0.097056398
VIT_00s0216g00060.t01	2559	3446	2769	2727	2467	2785	-0.033248029	0.764343781	0.867883355
VIT_06s0004g03510.t01	11	6	5	4	16	14	0.674507078	0.433216903	0.616186323
VIT_17s0000g04110.t01	57	94	91	115	122	91	0.547183352	0.054493316	0.141530565
VIT_18s0001g15370.t01	1085	1561	1151	1243	1357	1412	0.184141407	0.120571556	0.2559835
VIT_15s0046g00320.t01	1434	1323	1214	800	926	1119	-0.402722791	0.016519862	0.05556041
VIT_01s0010g02840.t01	57	51	68	11	0	2	-3.652029935	1.50E-06	1.76E-05
VIT_13s0019g01180.t01	631	1353	777	279	350	435	-1.252234083	5.30E-08	8.54E-07
VIT_07s0005g02480.t01	2538	2228	2411	3245	3191	3335	0.524658609	0.000310585	0.001971027
VIT_11s0016g04500.t01	1302	989	1158	2040	1998	2232	0.93404926	1.78E-07	2.60E-06
VIT_09s0070g01030.t01	46	56	28	14	18	10	-1.528932188	0.002745607	0.012651675
VIT_14s0060g01330.t01	33	71	40	30	40	28	-0.432106583	0.300774915	0.484647659
VIT_18s0001g10420.t01	24	49	46	49	22	21	-0.239555113	0.640914582	0.784005834
VIT_08s0040g01780.t01	7	45	26	0	2	6	-3.141572551	0.001904067	0.00929377
VIT_07s0031g00340.t01	1182	1400	1289	1181	1027	958	-0.191108408	0.169898366	0.328672093
VIT_03s0132g00380.t01	2	0	0	0	2	10	2.550083538	0.25073278	0.429478175
VIT_00s0404g00030.t01	194	214	206	214	235	182	0.132148381	0.503506499	0.67669122
VIT_05s0029g00360.t01	10	15	4	6	5	8	-0.495204933	0.568915284	0.730837818
VIT_14s0068g01440.t01	157	286	220	190	221	268	0.145421676	0.509373353	0.681974135
VIT_13s0067g00020.t01	68	103	127	68	95	119	0.014707835	0.963454554	0.979503127
VIT_16s0013g01560.t01	0	0	1	0	0	0	-0.870065105	0.831150269	1
VIT_15s0045g01370.t01	1245	1028	1339	1322	1072	1187	0.067046437	0.72209959	0.840308717
VIT_10s0003g03260.t01	1280	1624	1646	1812	1527	1358	0.148296649	0.3498017	0.535961559
VIT_09s0002g00110.t01	23	29	24	21	18	24	-0.171539023	0.720450184	0.83959112
VIT_07s0005g04200.t01	39	32	40	32	44	35	0.076669927	0.84978556	0.916816069
VIT_00s0787g00010.t01	88	112	102	82	64	96	-0.22033177	0.426415343	0.610164154
VIT_07s0129g00120.t01	18	20	34	34	32	41	0.659474593	0.160308352	0.315748846
VIT_07s0104g00870.t01	251	384	227	267	249	209	-0.135055693	0.533690069	0.702656634
VIT_18s0122g00360.t01	49	68	72	72	92	78	0.453961207	0.124859282	0.262646116
VIT_08s0007g03600.t01	687	681	565	593	759	733	0.192593914	0.233670385	0.409157118
VIT_10s0003g02140.t01	35	59	49	64	35	42	0.099527974	0.803955064	0.891436276
VIT_01s0026g02720.t01	5499	6680	5072	4114	5355	5188	-0.141649901	0.252967392	0.431963187
VIT_19s0014g00940.t01	55	84	60	72	75	43	0.045123112	0.896575549	0.94342327
VIT_18s0001g07600.t01	2300	3165	2722	2695	2635	2688	0.073290927	0.468638394	0.646839069
VIT_16s0039g02100.t01	0	4	0	2	0	2	0.252507086	0.921376521	1
VIT_16s0022g01850.t01	62	64	77	90	79	100	0.495253603	0.088393403	0.204253078
VIT_01s0137g00530.t01	0	0	0	2	1	0	2.56303253	0.513592961	1
VIT_07s0005g02670.t01	64	85	60	42	28	46	-0.744416136	0.037093787	0.105415968
VIT_18s0001g10500.t01	1870	842	2073	5937	3899	4948	1.683312269	0.00064876	0.003753074
VIT_01s0150g00610.t01	6033	7933	6691	5894	5580	5488	-0.181670489	0.069003451	0.169488525
VIT_07s0185g00050.t01	0	0	0	0	0	2	1.923621701	0.633981587	1
VIT_09s0096g00070.t01	2	0	4	0	2	2	-0.574005465	0.778486796	0.876210127
VIT_17s0000g03790.t01	4616	6344	5781	7156	5261	5891	0.23720116	0.118748328	0.25325824
VIT_19s0014g05210.t01	1118	1261	1300	1306	1306	1223	0.152817298	0.216005934	0.387456942
VIT_00s0174g00130.t01	296	381	441	388	322	316	-0.02328986	0.907013951	0.948990951
VIT_10s0092g00590.t01	3065	3546	2886	1960	2561	2495	-0.346516888	0.005370265	0.022002137
VIT_10s0003g04840.t01	6	4	6	1	11	14	0.748721011	0.473440518	0.650942777
VIT_06s0004g00980.t01	1133	1129	1325	951	1063	1267	-0.046978564	0.767267989	0.869469663
VIT_13s0101g00170.t01	2	4	0	6	2	4	1.149195639	0.432873515	0.615927471
VIT_14s0083g00260.t01	26	8	35	220	77	86	2.543693738	9.06E-06	8.76E-05
VIT_12s0055g00310.t01	44	38	47	116	136	215	1.932015378	4.47E-09	8.76E-08
VIT_10s0003g02840.t01	1146	1118	1125	2300	2336	2480	1.155150584	1.13E-19	9.31E-18
VIT_03s0038g02770.t01	1179	1577	1658	1963	1654	1590	0.341941152	0.029666221	0.088480848
VIT_09s0018g00440.t01	2	4	0	4	6	7	1.627697802	0.214481537	0.385474341
VIT_09s0002g00620.t01	2509	3035	2331	1848	2024	2012	-0.324149796	0.002820421	0.012928766
VIT_11s0052g00600.t01	1256	1396	1114	801	973	889	-0.409337328	0.001932424	0.009410188
VIT_08s0032g00410.t01	10	20	7	6	3	12	-0.691200446	0.417766202	0.601609605
VIT_07s0031g01740.t01	10331	13666	12449	12633	11663	11439	0.074294069	0.491088941	0.666220383
VIT_14s0108g01570.t01	791	786	657	509	519	463	-0.495051349	0.002045189	0.009873224
VIT_03s0038g00710.t01	25	27	12	24	12	10	-0.366435911	0.568287039	0.730440571
VIT_04s0044g01820.t01	16	23	17	6	18	8	-0.712303354	0.286476558	0.469538565
VIT_11s0065g00760.t01	47	73	69	29	109	94	0.383977696	0.39327273	0.57901014
VIT_02s0025g01260.t01	605	491	516	1374	1081	860	1.123871405	5.53E-07	7.11E-06
VIT_18s0117g00320.t01	7618	10970	9991	9167	7958	7482	-0.107418113	0.430954972	0.614399142
VIT_03s0017g00450.t01	0	0	0	0	0	2	1.923621701	0.633981587	1
VIT_08s0007g04890.t01	758	1175	989	627	789	879	-0.245132894	0.115067417	0.247720859
VIT_01s0011g04020.t01	1470	1787	1464	1455	1288	1496	-0.056657615	0.641692557	0.784328964
VIT_09s0054g00230.t01	141	232	159	162	204	193	0.18003884	0.395073972	0.580790496
VIT_17s0000g02330.t01	26	23	20	19	22	41	0.325704684	0.530565046	0.699668713
VIT_18s0072g00740.t01	306	383	351	365	496	498	0.478507403	0.003449812	0.015216789
VIT_07s0005g02380.t01	3	8	2	0	0	0	-4.409274287	0.036646506	0.104521058
VIT_12s0059g00700.t01	0	0	1	0	0	2	0.961848695	0.811823286	1
VIT_12s0059g00570.t01	3602	3878	4301	3829	4239	4111	0.135423428	0.256603705	0.436188198
VIT_06s0004g00430.t01	224	324	272	151	184	172	-0.591658569	0.001193499	0.006262039
VIT_18s0122g00930.t01	0	2	0	0	0	0	-1.614346955	0.690362247	1
VIT_10s0116g00850.t01	9	16	11	2	0	18	-0.748811601	0.521325316	0.69190736
VIT_10s0003g01560.t01	18	31	24	10	12	10	-1.079560609	0.057892282	0.148206573
VIT_04s0008g03760.t01	657	615	622	903	914	996	0.653820859	9.44E-06	9.09E-05
VIT_14s0066g02660.t01	24	18	25	59	50	97	1.695264786	9.74E-05	0.0007125
VIT_14s0108g01140.t01	6284	7790	6973	6649	6111	6078	-0.060265469	0.562249882	0.726075052
VIT_08s0040g00160.t01	423	547	508	528	433	470	0.055686749	0.723717886	0.841550375
VIT_04s0043g00570.t01	5050	5818	5153	5567	8018	8498	0.549619904	0.000182662	0.001245139
VIT_14s0083g00960.t01	15480	21089	16862	9521	15722	14772	-0.322534572	0.046931861	0.126414446
VIT_17s0000g04280.t01	1495	1917	1664	1054	1261	1192	-0.43665465	3.59E-05	0.000296928
VIT_00s0353g00020.t01	13	21	21	16	17	12	-0.182429812	0.750825719	0.859453906
VIT_18s0001g08600.t01	546	507	477	337	434	542	-0.143658059	0.47425219	0.651524113
VIT_08s0007g04840.t01	1392	1683	1457	1348	1242	1107	-0.19408802	0.140334546	0.286385035
VIT_01s0026g01880.t01	2906	3377	2757	2444	2826	2923	-0.049590746	0.648244383	0.789303463
VIT_08s0032g00530.t01	2528	2510	2674	2440	2639	2410	0.042733532	0.735285385	0.849093679
VIT_06s0004g01580.t01	18	7	14	4	10	26	0.066771255	0.93628463	0.965028547
VIT_01s0011g01280.t01	439	417	423	1280	971	1094	1.476495369	7.64E-17	4.62E-15
VIT_11s0103g00220.t01	5898	7724	8003	10757	9022	8442	0.487450277	0.001082412	0.005774461
VIT_16s0022g00050.t01	2	3	5	0	0	0	-4.082767279	0.067825735	1
VIT_04s0023g00380.t01	2423	2841	2740	3242	3295	3114	0.364720914	0.000365633	0.002272504
VIT_07s0104g00710.t01	1828	1907	1874	1671	1457	1270	-0.257983961	0.094353316	0.214463333
VIT_09s0002g05690.t01	197	244	217	112	137	173	-0.548156984	0.0111958	0.040351053
VIT_15s0021g02610.t01	1830	2328	1864	1799	2637	2353	0.266761246	0.056638916	0.145927901
VIT_14s0066g00390.t01	1282	1824	1573	1346	1303	1205	-0.173954906	0.158570711	0.313107415
VIT_07s0005g01250.t01	25545	36510	29505	30260	27989	27603	0.014949875	0.891341644	0.940249223
VIT_08s0056g01190.t01	2	0	4	6	15	14	2.585398287	0.021081504	0.067444908
VIT_12s0055g00290.t01	349	490	477	1333	1568	2006	1.995388349	3.17E-32	7.72E-30
VIT_05s0020g02370.t01	1	0	0	2	2	0	2.000998098	0.485479521	1
VIT_08s0056g01640.t01	12046	14991	12309	12027	12998	12881	0.043609999	0.602556478	0.755199281
VIT_10s0003g01980.t01	303	403	328	169	281	292	-0.385710192	0.073158363	0.177353843
VIT_13s0073g00110.t01	1	4	3	1	0	0	-2.756834254	0.207275114	1
VIT_17s0000g09770.t01	71	198	113	40	37	24	-1.776439778	7.31E-06	7.24E-05
VIT_10s0116g00900.t01	90	98	104	76	47	38	-0.75769572	0.032216439	0.094559645
VIT_08s0040g03180.t01	2	1	0	0	1	0	-1.430600755	0.649883768	1
VIT_07s0104g00320.t01	909	1244	1297	1547	1405	1376	0.429867803	0.003440823	0.015191772
VIT_16s0022g02520.t01	213	256	181	101	173	149	-0.529071056	0.029672737	0.088488756
VIT_13s0019g02830.t01	1	3	2	1	0	0	-2.347229869	0.315811264	1
VIT_12s0034g00350.t01	0	0	0	0	2	0	1.92043903	0.634567165	1
VIT_12s0059g00080.t01	99	75	69	177	185	208	1.305830938	7.63E-07	9.52E-06
VIT_03s0038g02360.t01	5	14	9	2	4	2	-1.680445666	0.100815888	0.22513662
VIT_14s0066g00890.t01	9	2	17	2	4	3	-1.599112969	0.151683839	0.303116151
VIT_11s0037g00930.t01	2386	2856	2626	3197	3219	3358	0.408388221	1.14E-05	0.000106744
VIT_08s0040g02750.t01	8210	8934	8045	7779	8253	8900	0.074578527	0.464142355	0.642725582
VIT_01s0010g02270.t01	2	4	4	0	1	0	-3.104312764	0.124724602	0.262483384
VIT_15s0024g01720.t01	15	9	12	9	9	14	-0.105355166	0.881203111	0.93402961
VIT_14s0060g01840.t01	0	0	0	0	0	2	1.923621701	0.633981587	1
VIT_16s0013g01060.t01	802	515	750	74	74	90	-3.056214393	1.88E-31	4.44E-29
VIT_14s0030g00470.t01	465	522	501	557	526	452	0.140155173	0.3746421	0.561068752
VIT_10s0003g04600.t01	2034	3029	2137	2011	2252	2288	-0.029381387	0.807572809	0.89359754
VIT_12s0057g00170.t01	345	710	784	27	20	11	-4.865055436	3.42E-43	1.42E-40
VIT_16s0039g01390.t01	786	1025	949	766	1255	1301	0.357770107	0.053114066	0.138719377
VIT_13s0064g01800.t01	174	167	147	252	279	281	0.820336752	2.46E-05	0.000212054
VIT_03s0038g01830.t01	95	56	50	73	106	181	0.891552647	0.032261981	0.09462831
VIT_16s0050g01900.t01	138	77	123	79	141	186	0.312070821	0.405512208	0.590349251
VIT_17s0000g08660.t01	2263	2795	2637	2522	2641	2868	0.157117933	0.113862989	0.246221952
VIT_16s0098g01540.t01	464	407	444	570	442	454	0.242227921	0.224562308	0.398033996
VIT_11s0016g00480.t01	1263	2028	1451	964	1008	1012	-0.556642512	2.97E-05	0.000251412
VIT_05s0049g01650.t01	563	332	426	572	582	621	0.485615723	0.046564558	0.125759457
VIT_07s0005g01300.t01	958	843	1410	452	328	461	-1.290761499	1.05E-07	1.59E-06
VIT_06s0004g08120.t01	324	407	330	172	203	218	-0.743310309	1.04E-05	9.92E-05
VIT_09s0002g00190.t01	61	43	41	17	24	43	-0.725902624	0.131989911	0.27327724
VIT_04s0069g00110.t01	0	7	3	2	4	4	0.171519741	0.904523467	0.947909461
VIT_13s0019g04490.t01	15	47	32	29	27	28	-0.02773278	0.955094052	0.975718936
VIT_18s0001g02530.t01	1774	2184	1732	1755	1615	1703	-0.065768875	0.5669804	0.729502447
VIT_18s0001g02780.t01	30	186	59	16	49	27	-1.413023423	0.018214729	0.060026287
VIT_12s0057g01250.t01	931	941	788	941	904	770	0.066106935	0.681505613	0.812519345
VIT_13s0067g03150.t01	1167	1435	1150	1040	849	971	-0.290405386	0.036862526	0.104910164
VIT_03s0038g04160.t01	329	297	360	250	377	240	-0.108410857	0.639432885	0.782968405
VIT_04s0069g01100.t01	971	1292	1248	1150	925	1088	-0.047545268	0.745931193	0.856119626
VIT_05s0020g04130.t01	17	24	27	113	197	137	2.809208376	5.33E-16	2.86E-14
VIT_05s0077g01090.t01	1751	1889	1875	1592	1734	1699	-0.045239998	0.681825605	0.812731578
VIT_01s0010g03050.t01	913	1168	1194	1183	1072	950	0.069889974	0.643731943	0.78539619
VIT_07s0141g00500.t01	197	210	209	177	230	243	0.163432556	0.408301513	0.592751696
VIT_12s0034g01900.t01	290	1174	445	93	115	103	-2.456027268	1.01E-11	3.09E-10
VIT_11s0118g00510.t01	2422	3927	2842	1987	2417	2308	-0.343742345	0.009227887	0.034490849
VIT_06s0080g00500.t01	0	0	2	0	3	0	0.626109771	0.855398718	1
VIT_14s0036g00870.t01	29	42	19	0	0	0	-7.238246826	9.41E-08	1.44E-06
VIT_00s1764g00020.t01	415	297	351	431	555	623	0.662717189	0.003182929	0.014281809
VIT_01s0127g00620.t01	61	29	70	26	55	55	-0.190392833	0.695635638	0.822088733
VIT_05s0020g02690.t01	228	138	364	1693	2047	1384	2.873416938	7.50E-10	1.69E-08
VIT_03s0017g02380.t01	4582	4947	4387	3874	5329	5251	0.139603169	0.299718454	0.483864728
VIT_14s0081g00490.t01	605	650	603	427	407	361	-0.543869858	0.000427979	0.002605539
VIT_18s0001g12400.t01	16	15	29	34	35	67	1.257293721	0.01408122	0.048659478
VIT_10s0042g00900.t01	17	16	3	8	7	4	-0.82556513	0.362466655	0.548865749
VIT_12s0035g00660.t01	1372	2336	1492	1526	1505	1472	-0.089968045	0.554305816	0.719334633
VIT_00s2844g00010.t01	2	5	0	1	3	2	-0.082018673	0.961380724	0.978778766
VIT_12s0121g00050.t01	132	97	136	88	138	100	-0.095498567	0.751734395	0.860107058
VIT_14s0083g00450.t01	8960	12286	9615	9532	9003	8727	-0.073084092	0.493876195	0.668812588
VIT_07s0005g02390.t01	4960	7289	6119	8265	9377	9935	0.689825769	1.81E-10	4.44E-09
VIT_01s0010g02410.t01	932	1131	1003	1236	1085	1028	0.227480622	0.093552338	0.213215004
VIT_10s0092g00240.t01	4752	4677	4007	3894	4465	5061	0.080724902	0.567716242	0.730067342
VIT_10s0003g03890.t01	2	1	1	3	1	0	0.089907824	0.964111824	1
VIT_16s0050g01660.t01	22	64	38	6	14	8	-2.017065395	0.00069105	0.003961684
VIT_02s0025g04640.t01	3374	4624	3791	3357	3967	3674	0.000730878	0.994097999	0.996884417
VIT_08s0007g06230.t01	4968	6865	6145	5165	4792	4355	-0.223432841	0.069252924	0.169973653
VIT_02s0087g00340.t01	564	719	567	369	378	413	-0.574407873	2.44E-05	0.000210184
VIT_04s0008g03020.t01	6511	9671	7243	6233	6911	6604	-0.139324437	0.189583883	0.355007921
VIT_17s0000g04790.t01	4427	3679	4081	3108	3606	3872	-0.130387471	0.412961432	0.597320146
VIT_11s0016g02380.t01	259	1527	431	78	143	121	-2.520794111	0.000282904	0.001824692
VIT_18s0001g05660.t01	1214	1638	1357	1878	1729	1695	0.437469077	0.00020282	0.001366277
VIT_00s0392g00050.t01	32	37	45	35	51	39	0.221538135	0.569958588	0.731653852
VIT_15s0046g02270.t01	5334	6730	5878	5575	6613	6485	0.153318066	0.095143667	0.215885893
VIT_17s0000g08380.t01	1706	1619	1676	702	582	687	-1.257479657	1.20E-15	6.13E-14
VIT_18s0001g01270.t01	8560	11259	8794	9140	10401	11757	0.227789476	0.040143358	0.112325854
VIT_07s0005g02920.t01	0	0	0	0	2	0	1.92043903	0.634567165	1
VIT_14s0108g00500.t01	1398	1805	1434	933	1276	1267	-0.320629485	0.018970825	0.062080176
VIT_14s0036g00930.t01	42216	60168	43763	37899	36698	35627	-0.29883284	0.007205041	0.028128529
VIT_00s1321g00010.t01	82	54	52	16	68	74	-0.204476072	0.697323703	0.823204915
VIT_00s0253g00090.t01	1	0	0	0	0	0	-0.870065105	0.831150269	1
VIT_05s0020g00730.t01	804	781	802	1087	1189	1335	0.679992783	1.81E-06	2.07E-05
VIT_17s0000g09100.t01	293	367	399	521	724	679	0.952252413	3.40E-08	5.66E-07
VIT_18s0001g06580.t01	29	44	35	10	5	12	-1.890671099	0.000749981	0.004254787
VIT_08s0040g01530.t01	190	197	153	159	175	161	-0.035410741	0.866839242	0.926222548
VIT_00s0286g00010.t01	23	9	28	27	26	22	0.378540806	0.522524365	0.693056849
VIT_12s0055g00840.t01	867	1153	945	820	827	943	-0.094617935	0.425893631	0.609556598
VIT_00s0477g00010.t01	2254	1401	1950	1224	1629	1669	-0.253815276	0.262594368	0.442667983
VIT_06s0004g04010.t01	1250	810	1119	42	77	85	-3.907540016	1.39E-43	5.99E-41
VIT_17s0000g05610.t01	33	50	40	34	43	35	-0.03120757	0.934015962	0.964078956
VIT_15s0046g01420.t01	677	874	771	653	555	550	-0.298439156	0.040256182	0.112559018
VIT_08s0007g05480.t01	38	48	48	72	53	56	0.536218642	0.120217179	0.255536918
VIT_06s0009g00980.t01	3836	6485	5593	7234	7230	7995	0.608666709	1.13E-05	0.000106182
